id;ano;uf;crescimento;gini;educ_fem;educ_mas;invest_estad;pib_percapita
26;2018;Sergipe;0,001802725;0,740446;8,2;7,5;20,32567128;18,4426254
27;2004;Tocantins;0,005876165;0,692404;6,778402328;5,979086399;20,51033671;5,656758705
27;2005;Tocantins;0,003858631;0,694704;7,219572067;6,048603535;20,51605389;5,908108324
27;2006;Tocantins;0,007317266;0,704422;7,31055212;6,269240856;20,4157878;6,520024587
27;2007;Tocantins;0,010234179;0,702163;7,755081177;6,523944855;20,51767657;7,553158585
27;2008;Tocantins;0,01071273;0,695974;8,042654991;6,722113609;20,85663172;8,838121588
27;2009;Tocantins;0,007485682;0,689725;8,281232834;7,229794025;20,63131196;9,832397243
27;2011;Tocantins;0,006730815;0,706482;8,340838432;7,042476177;20,34992587;12,81590636
27;2012;Tocantins;0,007174132;0,709824;8,527142525;7,339827538;20,39249882;14,26729867
27;2013;Tocantins;0,00832085;0,707042;8,666698456;7,492208481;20,66001594;16,21606652
27;2014;Tocantins;0,005640649;0,710743;8,782429695;7,535096169;20,8971993;17,63213197
27;2015;Tocantins;0,005827421;0,715613;9,078139305;7,699566364;20,33439472;19,24219312
27;2016;Tocantins;0,005109737;0,716685;8,8;7,4;20,63932015;20,77336154
27;2017;Tocantins;0,004450921;0,715442;9,1;7,7;20,58917912;22,18631541
27;2018;Tocantins;0,002575211;0,714031;9,1;7,9;20,56461812;22,93307481
